text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag,sent_count,day_name
"@gillyguy Hi Rob, unfortunately, we do not have alternative contact details for this service. If you cannot attend this appointment, you will be able to contact the phoneline for more information on mop-up clinics that will be held at a later date.",0,0,Agorapulse app,2021-10-27,10,0.3125,Positive,338,Wednesday
"There has never been a better time to quit smoking. Sign up for a free Quit Plan today with https://t.co/QHxV11P3wy. 

#TheLastStop https://t.co/PU98w4hMNG",2,2,Twitter Media Studio,2021-10-27,07,0.45,Positive,338,Wednesday
"@queenemma3 Hi Emma, could you please DM us with some more information?",1,0,Agorapulse app,2021-10-26,19,0.5,Positive,338,Tuesday
"@AL_i_ababwa @Covid19Ireland Hi Al, could you please DM us regarding this query?",1,0,Agorapulse app,2021-10-26,19,0.0,Neutral,303,Tuesday
#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/KcsLBbRx8y https://t.co/rxs88GBp4y,37,9,Twitter Media Studio,2021-10-26,16,0.333333333,Positive,338,Tuesday
"Healthcare workers can prevent the spread of #flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/r8qrp0e5GQ #YourBestShot https://t.co/kxOQWAUku7",36,9,Twitter Web App,2021-10-26,14,0.4,Positive,338,Tuesday
"@Valeria_Antocic Hi Valeria, could you please give the team on the Covid-19 helpline a call on 1800 700 700 regarding this and they will be able to assist you further.",0,0,Agorapulse app,2021-10-26,14,0.25,Positive,338,Tuesday
"@wheresclair Hi Clair,

Thank you for contacting us.

Our Civil Registration Service will be able to assist you with this.

You can phone: 01 863 8200 Monday to Friday 9am to 5pm or email: certificates@hse.ie

https://t.co/TSHKInnXDB

https://t.co/VH1qjFNU3C

Kind Regards,
Conor.",0,0,Agorapulse app,2021-10-26,14,0.55,Positive,338,Tuesday
"@ash_2000xxx Hi Aisling, most people will get their test results back in about 2 days. If you have not received your result within 48hrs of your test you can call the Covid-19 helpline on 1800 700 700 and the team will be able to search for your result.",0,0,Agorapulse app,2021-10-26,14,0.333333333,Positive,338,Tuesday
You can get a COVID-19 vaccine if you are breastfeeding. This will protect you from getting seriously unwell due to COVID-19. Learn more: https://t.co/wFG5PdrVyp #COVIDVaccines #ForUsAll https://t.co/L6qXJmtTkt,17,9,Twitter Web App,2021-10-26,13,0.013888889,Neutral,303,Tuesday
"@ToniTaylor546 @JanRynne @WalleyRay @CllIreland Hi there,

Thanks for your message.

You can read more about how you will be offered a booster dose on the following page: https://t.co/784i4wCJcX

Kind regards,
Conor.",2,1,Agorapulse app,2021-10-26,13,0.325,Positive,338,Tuesday
"@seanffallon Hi Sean,

Thanks for your message.

If you are immunocompromised you can read more about how you will be offered a booster dose on the following page: https://t.co/784i4wCJcX

Kind regards,
Conor.",0,0,Agorapulse app,2021-10-26,13,0.325,Positive,338,Tuesday
"@alastairbwhite Hi Alastair, yes this is correct. You do not need to do anything or contact anyone to re-schedule. Your appointment will be re-scheduled by the team who arranged it.",0,0,Agorapulse app,2021-10-26,13,0.0,Neutral,303,Tuesday
You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Book a test here: https://t.co/g261SnqNEq https://t.co/NGPGtK1we3,9,5,Twitter Media Studio,2021-10-26,12,0.0,Neutral,303,Tuesday
"RT @RotundaHospital: We're holding a walk-in COVID-19 vaccination clinic next week for our patients and their partners.

Tuesday 26th - Fri…",0,33,Twitter for iPhone,2021-10-26,12,0.0,Neutral,303,Tuesday
"RT @_TheNMH: We are assisting @HSELive with the rollout of #COVID19Vaccine pop-up clinics for pregnant women &amp; their partners

When
27/10/2…",0,25,Twitter for iPhone,2021-10-26,12,0.333333333,Positive,338,Tuesday
RT @CoombeHospital: Pop up covid vaccine clinics Tues - Fri 8am to 4pm this week @CoombeHospital for  all unvaccinated pregnant patients an…,0,34,Twitter for iPhone,2021-10-26,12,0.333333333,Positive,338,Tuesday
"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/U0bAEuvWFy https://t.co/dcmF5r0V1h",3,2,Twitter Web App,2021-10-26,11,0.0925,Neutral,303,Tuesday
"📍Abbeycourt Hotel, Co. Tipperary
📍Shoreline Leisure Centre, Co. Wicklow

(3/3)",2,1,Twitter Web App,2021-10-26,10,0.0,Neutral,303,Tuesday
"📍Galway Racecourse, Co. Galway
📍National University of Ireland, Co. Galway
📍Clonguish GAA Centre, Co. Longford
📍Glencarn Hotel, Co. Monaghan
📍Offaly Vaccination Centre, Co. Offaly
📍Sligo Racecourse, Co. Sligo

(2/3)",2,1,Twitter Web App,2021-10-26,10,0.0,Neutral,303,Tuesday
"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. 

More: https://t.co/yJufb3FNdy

📍Kilmore Hotel, Co. Cavan
📍National Show Centre, Co. Dublin

(1/3) https://t.co/8vPTJUMMev",11,9,Twitter Web App,2021-10-26,10,0.15,Neutral,303,Tuesday
"It’s flu season and children aged 2 to 17 can get their flu vaccine for free. It’s given as a nasal spray, and it’s safe and effective. Find more information on the children’s flu vaccine at https://t.co/2BflfuwEjN #YourBestShot https://t.co/yjI3E72N6R",17,7,Twitter Media Studio,2021-10-26,08,0.38,Positive,338,Tuesday
"RT @safefood_net: Let’s go easy on treats. Start your kids on the way to a healthier life with smaller treats less often. 

Here’s steps to…",0,6,Twitter Web App,2021-10-26,08,0.088888889,Neutral,303,Tuesday
"Read our advice to help you decide about getting a COVID-19 vaccine if you are pregnant, trying for a baby or if you're thinking of getting pregnant in the future ➡ https://t.co/d3yDGEczej
#COVIDVaccines #ForUsAll https://t.co/581PMGdFdg",12,5,Twitter Media Studio,2021-10-25,18,0.222222222,Positive,338,Monday
The #COVIDTrackerApp alerts you when you're a close contact with someone who tested positive for COVID-19. You can also store your Digital COVID certificate safely on the app ➡ https://t.co/LejqNxbKi3 https://t.co/3kgIrYFOyo,7,2,Twitter Web App,2021-10-25,16,0.24242424199999998,Positive,338,Monday
#COVIDVaccines are working and helping to prevent severe illness across Ireland. But COVID-19 can still infect people. Stay safe. Keep following public health guidance #ForUsAll,37,7,Twitter Web App,2021-10-25,14,0.166666667,Positive,338,Monday
"@anoninireland Hi Chlo, most people will get their test results back in about 2 days. If you have not received your result within 48hrs of your test you can call the Covid-19 helpline on 1800 700 700 and the team will be able to search for your result.",0,0,Agorapulse app,2021-10-25,14,0.333333333,Positive,338,Monday
"@paulatgreid1 Hi there, people aged 80 or over and not living in residential care are currently being invited for their vaccine by their GP. Some GPs will refer patients to a vaccination centre.",0,0,Agorapulse app,2021-10-25,13,-0.05,Negative,59,Monday
"@Widow_Warmer Hi there, your hospital or GP will identify you if you require an additional COVID-19 vaccine dose. You do not need to register or contact anyone. You can find more information about the people who will need an additional dose on the HSE website here: https://t.co/784i4wCJcX",0,0,Agorapulse app,2021-10-25,13,0.5,Positive,338,Monday
"@AnnaPow62645136 Hi Anna, there is a walk-in vaccination clinic at UCD Gerard Manley Hopkins Building today from 12pm - 3pm. You will be able to find more information about the operational walk-in vaccine clinics on the HSE website here: https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-10-25,13,0.5,Positive,338,Monday
"Face coverings help to reduce the spread of #COVID19. They should:
cover the nose &amp; go under the chin
fit snugly against the side of the face
be secured with ties or ear loops
include at least 2 layers of fabric
allow for unrestricted breathing

https://t.co/YY7wWYsvKd https://t.co/CQ5313siBt",53,21,Twitter Web App,2021-10-25,12,0.05,Neutral,303,Monday
@Michelle7812 Hi Michelle. The full list is here: https://t.co/2ew0ZKomar,0,0,Agorapulse app,2021-10-25,11,0.35,Positive,338,Monday
"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll",1,0,Twitter for iPhone,2021-10-25,11,0.093333333,Neutral,303,Monday
"📍Simonstown GAA Club Navan
9am to 5pm
📍Glencarn Hotel
1.30pm to 5pm
📍Offaly Vaccination Centre
10am to 4pm
📍Kilbride Community Centre
2pm to 4.15pm
📍Sligo Racecourse 1pm to 7:30pm
📍Westmeath Community Vaccination Centre 10am to 4pm",6,1,Twitter for iPhone,2021-10-25,11,0.0,Neutral,303,Monday
"📍Letterkenny Community Assessment Hub 10.15 -5.30pm
📍UCD Gerard Manley Hopkins Building 12pm - 3pm
📍St. Fintans Campus Portlaoise 10am - 4pm
📍Limerick Racecourse 10am to 5pm
📍Fairways Hotel 9.15am - 3.30pm
📍Breaffy House 9.30am to 5.30pm
📍Fairyhouse Racecourse
 9am to 4pm",5,1,Twitter for iPhone,2021-10-25,11,0.0,Neutral,303,Monday
"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. 

📍Kilmore Hotel 8.30am to 12:30pm and 1.30pm to 4pm
📍Bantry Primary Care Centre
 1pm to 4pm https://t.co/awL5AF1PHu",10,3,Twitter for iPhone,2021-10-25,11,0.13,Neutral,303,Monday
"@lauramajella25 Hi Laura

Thank you for contacting us

I am sorry to hear you are waiting for results. Most people will get their test results back within 2 days but it can take longer. If you have been waiting for longer than this please give our team a call on 1800 700 700

Kind regards,
Conor",0,0,Agorapulse app,2021-10-25,11,0.15,Neutral,303,Monday
"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/mDcyUELYxW https://t.co/6r8QXyH8EP",22,12,Twitter Web App,2021-10-25,09,0.22727272699999998,Positive,338,Monday
"@katzcon Hi Kathriona, you can find detailed information about what close contacts need to do on the HSE website here: https://t.co/Al0gie03vO",0,0,Agorapulse app,2021-10-24,19,0.4,Positive,338,Sunday
"If you haven't had your vaccine yet, or you've missed your second dose, you're more at risk of serious illness. Register here: https://t.co/5CbJwlUf2L

#ForUsAll https://t.co/aeMaX5ti13",26,14,Twitter Media Studio,2021-10-24,18,0.055555556,Neutral,303,Sunday
"RT @paulreiddublin: Encouraging to see more &amp; more people come through for vaccination. 10,750 D1 &amp; D2 vaccinations done in Vaccination Cen…",0,65,Twitter for iPhone,2021-10-24,17,0.5,Positive,338,Sunday
"Dementia is not a normal part of ageing. If you are worried about your own memory or changes in your day-to-day abilities, talk to your partner, family or friends and consult your GP. Learn more: https://t.co/7dMeRVg2s4 https://t.co/vOJ0RogPki",25,6,Twitter Media Studio,2021-10-24,16,0.34166666700000003,Positive,338,Sunday
If you test positive for #COVID19 you will get a text message that includes a web link where you can upload contact details for your close contacts. Please remember to upload details on your contacts so contact tracing can get in touch. https://t.co/mDcyUF3zWw https://t.co/uf1wX3xlzp,11,2,Twitter Media Studio,2021-10-24,16,0.22727272699999998,Positive,338,Sunday
"@FloHoward Hi Flo, there are some groups that can get the flu vaccine for free. You can find more information about this on the HSE website here: https://t.co/b7geGuCcsM - if you are not part of one of these groups, you would need to contact your GP or local pharmacy regarding this query.",1,0,Agorapulse app,2021-10-24,14,0.3,Positive,338,Sunday
"@DrEoin Hi there, if you have a weakened immune system, you may be offered an additional COVID-19 vaccine dose. Hospitals and GP's are identifying those who require another COVID vaccine dose. You do not need to register or contact anyone.",0,0,Agorapulse app,2021-10-24,14,0.0,Neutral,303,Sunday
"If you have received a COVID-19 vaccine course, you should get a booster dose if you are: 
 
👉🏻80 or older, or 
👉🏾65 or older and living in a nursing home or long-term care facility 
 
Learn more: https://t.co/oPO3UJ5J1Y

#COVIDVaccines #ForUsAll https://t.co/1tQcNBwei8",16,4,Twitter Web App,2021-10-24,14,0.27777777800000003,Positive,338,Sunday
"The free nasal spray flu vaccine helps protect children from the flu, and the rest of your family too like siblings, parents and especially grandparents. Find out more about it here: https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/YhRljmhArC",22,13,Twitter Media Studio,2021-10-24,09,0.3,Positive,338,Sunday
"📍Westmeath Community Vaccination Centre 2pm to 5pm
📍Shoreline Leisure Centre
10am to 4pm

Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll",10,6,Twitter for iPhone,2021-10-24,08,0.093333333,Neutral,303,Sunday
"📍National Show Centre 10.30am to 12.30pm, 1.40pm to 4.30pm, 5.30pm to 6.30pm
📍Punchestown Racecourse 10.30am to 5pm 
📍Limerick Racecourse 10am to 5pm
📍Breaffy House Resort 1.30pm to 5.30pm
📍Glencarn Hotel 9.30am to 4.30pm
📍Kilbride Community Centre 9.15am to 11.15am",12,8,Twitter for iPhone,2021-10-24,08,0.0,Neutral,303,Sunday
"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic. 

📍West County Hotel 10am to 5pm
📍Letterkenny Community Assessment Hub 10.15am to 4.30pm",18,18,Twitter for iPhone,2021-10-24,08,0.0625,Neutral,303,Sunday
"Some face-to-face services are limited at the moment because of the COVID-19 outbreak. But a number of organisations are still providing: 
 
👉🏾 online counselling and support 
👉🏻 phone support 
👉🏼 text support 
 
Learn more: https://t.co/Uqf4VXX6f0

#StaySafe #ForUsAll https://t.co/MV2uAFbgd8",12,5,Twitter Web App,2021-10-23,18,0.214285714,Positive,338,Saturday
"@HehirJoey Hi Joey, you can DM us by clicking the envelope icon on our profile. Alternatively, you can phone the Covid-19 helpline on 1800 700 700 and the team will be able to advise you further. The helpline will reopen at 9am.",0,0,Agorapulse app,2021-10-23,16,0.25,Positive,338,Saturday
"If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19.

https://t.co/5WJKVuAwuL

#ForUsAll https://t.co/rSguyIIb8D",10,2,TweetDeck,2021-10-23,16,-0.19166666699999999,Negative,59,Saturday
"@HehirJoey Hi Joey, could you please DM us regarding this?",0,0,Agorapulse app,2021-10-23,15,0.0,Neutral,303,Saturday
"@Yvonne82892587 @paulreiddublin Hi Yvonne, you will receive a text message with details of this rescheduled vaccine appointment, you will receive this within a week or so of rescheduling. Your daughter can also attend a walk-in vaccination clinic. You can find out more information here: https://t.co/rxtgWKkCa3",1,0,Agorapulse app,2021-10-23,14,0.5,Positive,338,Saturday
